Time [s],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AXEarth [m/s2],AYEarth [m/s2],AZEarth [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
85.951,1005.9,7.43,1001.8,8.46,1006.2,8.91,332,18.125,144.19,0.089233,0.22748,-0.91302,0.3266,-7.0625,41.25,33.25,0.28,-6.48,-2.56,-2.7289,-1.4189,-0.98556,0,0,0,0
85.961,1006,7.43,1002.1,8.46,1005.9,8.91,331.94,19,145.75,0.09967,0.22839,-0.91571,0.31531,-7.0625,41.25,33.25,0.47,-6.25,-2.58,-2.8389,-1.3611,-0.97222,0,0,0,0
85.972,1005.7,7.43,1002,8.46,1005.4,8.91,331.94,19.938,147.38,0.10999,0.22925,-0.91833,0.30328,-9.6875,37.25,38.062,0.65,-6.15,-2.65,-2.9633,-1.29,-0.97111,0,0,0,0
85.982,1005.2,7.43,1001.8,8.46,1005.2,8.91,331.88,20.75,149.06,0.12,0.23016,-0.92096,0.29053,-9.6875,37.25,38.062,0.84,-5.87,-2.73,-3.0967,-1.2078,-0.99,0,0,0,0
85.992,1004.9,7.43,1001.1,8.46,1005.1,8.91,331.88,21.562,150.88,0.12982,0.2312,-0.92352,0.2771,-9.6875,37.25,38.062,1.07,-5.66,-2.97,-3.2056,-1.1222,-1.02,0,0,0,0
86.002,1005,7.43,1001.8,8.46,1005.2,8.91,331.75,22.312,152.81,0.13934,0.23248,-0.92596,0.26294,-9.6875,37.25,38.062,1.36,-5.54,-3.33,-3.3233,-1.0233,-1.0767,0,0,0,0
86.012,1005.2,7.43,1001.4,8.46,1005.1,8.91,331.62,23.062,154.88,0.14868,0.23419,-0.92828,0.2478,-9.6875,37.25,38.062,1.67,-5.56,-3.73,-3.4911,-0.91,-1.1678,0,0,0,0
86.023,1005.5,7.43,1002,8.46,1005,8.91,331.5,23.75,157.06,0.15765,0.23627,-0.93048,0.23145,-14.75,31.5,43.5,2.39,-5.69,-4.56,-3.6867,-0.77556,-1.2867,0,0,0,0
86.033,1006,7.43,1002.3,8.46,1005.2,8.91,331.19,24.312,159.44,0.16626,0.23901,-0.9325,0.21381,-14.75,31.5,43.5,2.84,-5.83,-5.08,-3.8844,-0.61111,-1.4356,0,0,0,0
86.043,1006.7,7.43,1002.2,8.46,1005.4,8.91,330.88,24.812,162,0.17432,0.24237,-0.93427,0.19495,-14.75,31.5,43.5,3.33,-5.96,-5.73,-4.0667,-1.6578,-1.5956,0,0,0,0
86.053,1006.9,7.43,1002.4,8.46,1005.7,8.91,330.44,25.188,164.75,0.18164,0.24658,-0.93579,0.17468,-14.75,31.5,43.5,3.79,-6.3,-6.42,-4.2767,-0.71111,-1.7889,0,0,0,0
86.063,1006.6,7.43,1003.2,8.46,1005.4,8.91,329.94,25.375,167.75,0.18817,0.25153,-0.93701,0.15265,-14.75,31.5,43.5,4,-6.91,-7.43,-4.5311,-1.4044,-1.9944,0,0,0,0
86.074,1005.7,7.43,1001.4,8.46,1005.2,8.91,329.31,25.438,170.94,0.19385,0.2572,-0.93793,0.12866,-18.75,23.875,49.875,3.86,-7,-7.55,-4.8389,-5.9022,-2.2,0,0,0,0
86.084,1004.9,7.43,1000.7,8.46,1004.7,8.91,328.62,25.25,174.38,0.19867,0.26331,-0.93842,0.10266,-18.75,23.875,49.875,3.66,-6.9,-7.59,-5.1589,-2.5911,-2.38,0,0,0,0
86.094,1004.2,7.43,1000.8,8.46,1003.5,8.91,327.88,24.812,178,0.20258,0.26965,-0.93842,0.074707,-18.75,23.875,49.875,3.28,-6.65,-7.51,-5.4644,-3.6356,-2.5067,0,0,0,0
86.104,1003.8,7.43,1000,8.46,1003.2,8.91,327.19,24.188,-178.19,0.20557,0.2757,-0.93793,0.045227,-18.75,23.875,49.875,2.82,-5.66,-7.22,-5.7356,-4.5956,-2.5244,0,0,0,0
86.115,1003.5,7.43,999.22,8.46,1003,8.91,326.62,23.375,-174.38,0.20758,0.28088,-0.93689,0.014587,-18.75,23.875,49.875,2.99,-5.17,-7.25,-5.9311,-5.56,-2.4222,0,0,0,0
86.125,1003.8,7.43,999.42,8.46,1003.1,8.91,326.12,22.312,-170.69,0.20837,0.28479,-0.93555,-0.016479,-19.062,10.062,54.875,3.35,-4.69,-7.44,-6.0089,-6.5689,-2.2189,0,0,0,0
86.135,1004.2,7.43,999.42,8.46,1003.3,8.91,325.75,21.125,-167.06,0.20758,0.28729,-0.9339,-0.047424,-19.062,10.062,54.875,3.83,-4.25,-7.96,-5.9433,-1.9278,-1.9467,0,0,0,0
86.146,1004.5,7.43,1000,8.46,1003.6,8.91,325.62,19.688,-163.75,0.19983,0.28784,-0.9306,-0.1059,-19.062,10.062,54.875,4.78,-3.31,-9.91,-5.7211,-0.56528,-1.6467,0,0,0,0
86.156,1004.7,7.43,1000,8.46,1003.9,8.91,325.56,18.062,-160.81,0.19196,0.28583,-0.92957,-0.13159,-19.062,10.062,54.875,5.06,-2.6,-11.23,-5.3133,-0.66278,-1.3144,0,0,0,0
86.166,1005.1,7.43,1000.8,8.46,1004.2,8.91,325.81,16.312,-158.31,0.19196,0.28583,-0.92957,-0.13159,-19.062,10.062,54.875,5.14,-2.15,-12.64,-4.6667,-0.77722,-0.92111,0,0,0,0
86.177,1005.3,7.43,1000.2,8.46,1004.4,8.91,326.19,14.438,-156.31,0.18109,0.28204,-0.9295,-0.15399,-15.375,-6.75,59.188,5.09,-1.79,-14.14,-3.8844,-0.22361,-0.47667,0,0,0,0
86.187,1005.2,7.43,1000.1,8.46,1004.4,8.91,326.88,12.438,-154.81,0.15131,0.2691,-0.93195,-0.19025,-15.375,-6.75,59.188,4.51,-1.32,-15.74,-3.1533,-0.06316,-0.032222,0,0,0,0
86.198,1004.9,7.43,1000.1,8.46,1004.2,8.91,328.81,8.1875,-152.75,0.13354,0.26031,-0.93396,-0.20526,-15.375,-6.75,59.188,3.9,-0.9,-15.67,-2.58,0.27812,0.35444,0,0,0,0
86.208,1004.3,7.43,1000,8.46,1004,8.91,330,6,-152,0.11444,0.25049,-0.93616,-0.21863,-15.375,-6.75,59.188,3.2,-0.35,-15.32,-2.1356,1.1889,0.64889,0,0,0,0
86.218,1004,7.43,999.42,8.46,1004,8.91,330,6,-152,0.11444,0.25049,-0.93616,-0.21863,-15.375,-6.75,59.188,2.45,0.14,-14.99,-1.7589,1.2431,0.85111,0,0,0,0
86.228,1003.6,7.43,999.32,8.46,1003.9,8.91,331.31,3.75,-151.38,0.094299,0.23993,-0.93835,-0.23041,-5.5625,-18,58.375,0.96,0.65,-14.1,-1.4122,1.2831,0.98556,0,0,0,0
86.239,1003.6,7.43,999.22,8.46,1003.8,8.91,334.06,-0.5,-150.25,0.053101,0.21674,-0.94196,-0.25098,-5.5625,-18,58.375,0.33,1.06,-13.46,-1.2011,1.2978,1.1011,0,0,0,0
86.249,1003.7,7.43,998.92,8.46,1004.2,8.91,335.56,-2.5,-149.69,0.032776,0.2038,-0.94336,-0.2597,-5.5625,-18,58.375,-0.21,1.49,-12.91,-0.86889,1.2839,1.4533,0,0,0,0
86.259,1003.7,7.43,999.32,8.46,1004.4,8.91,337.25,-4.4375,-149.19,0.012756,0.18988,-0.94458,-0.26752,-5.5625,-18,58.375,-0.76,1.8,-12.49,-0.72667,1.2683,1.6667,0,0,0,0
86.27,1003.4,7.43,999.12,8.46,1004.3,8.91,337.25,-4.4375,-149.19,-0.0065308,0.17499,-0.94531,-0.27527,-5.5625,-18,58.375,-1.78,3.65,-11.75,-0.72667,1.2683,1.6667,0,0,0,0
86.28,1003.3,7.43,999.52,8.46,1004.5,8.91,340.88,-7.8125,-147.81,-0.024841,0.15887,-0.94556,-0.28302,4.5,-22.562,56.25,-2.14,4.46,-11.66,-0.76556,1.245,1.8822,0,0,0,0
86.291,1003.4,7.43,998.52,8.46,1004.7,8.91,343,-9.3125,-146.94,-0.042175,0.14117,-0.94531,-0.29089,4.5,-22.562,56.25,-2.55,5.53,-11.84,-0.91111,4.7678,2.5311,0,0,0,0
86.301,1003.3,7.43,998.92,8.46,1004.6,8.91,345.31,-10.5,-145.88,-0.058044,0.12134,-0.94464,-0.29932,4.5,-22.562,56.25,-3.6,5.65,-12.55,-1.0656,4.6278,3.0278,0,0,0,0
86.311,1016.5,7.43,1010.7,8.46,1022.1,8.91,348,-11.312,-144.44,-0.071777,0.098816,-0.94299,-0.30969,4.5,-22.562,56.25,-3.87,6.55,-12.27,-1.5478,4.44,3.7033,0,0,0,0
86.321,1012.6,7.43,1007,8.46,993.89,8.91,351.06,-11.688,-142.5,-0.083069,0.073303,-0.93982,-0.32324,15,-25.375,52.188,-4.17,7.32,-11.94,-2.2722,4.2322,4.4556,0,0,0,0
86.332,1010.6,7.43,996.32,8.46,1009.5,8.91,354.44,-11.312,-141.19,-0.088867,0.045227,-0.93805,-0.33179,15,-25.375,52.188,-4.4,7.98,-11.33,-1.2333,3.2233,5.2933,0,0,0,0
86.342,1004.3,7.43,999.22,8.46,1003.7,8.91,358,-9.5625,-142.44,-0.08252,0.016235,-0.94379,-0.3197,15,-25.375,52.188,-5.2,5.49,-11.66,3.27,2.2133,5.99,0,0,0,0
86.352,1006.3,7.43,1003.4,8.46,1004.1,8.91,1.5625,-7.5625,-143.31,-0.074097,-0.013245,-0.94727,-0.31152,15,-25.375,52.188,-3.58,5.72,-10.95,2.3433,3.5022,6.2967,0,0,0,0
86.363,1007.4,7.43,999.32,8.46,1006.3,8.91,5.125,-5.4375,-143.75,-0.064148,-0.042603,-0.94849,-0.30737,15,-25.375,52.188,-2.38,5.7,-10.63,1.39,4.5511,6.44,0,0,0,0
86.373,1006.1,7.43,999.22,8.46,1003.7,8.91,8.5625,-3.25,-144,-0.052856,-0.071045,-0.94812,-0.30536,18.25,-29,50,-2.72,5.63,-9.69,0.86556,6.1689,6.3922,0,0,0,0
86.383,1005.4,7.43,999.52,8.46,1004.2,8.91,11.812,-0.9375,-144.25,-0.040588,-0.098267,-0.94666,-0.30414,18.25,-29,50,-2.45,5.54,-9.57,0.63556,2.6933,6.2256,0,0,0,0
86.393,1006.5,7.43,999.12,8.46,1004.1,8.91,14.938,1.3125,-144.44,-0.027344,-0.12402,-0.94421,-0.30383,18.25,-29,50,-1.86,5.59,-9.34,0.40222,3.8089,6.03,0,0,0,0
86.403,1007.1,7.43,999.82,8.46,1003.6,8.91,17.938,3.6875,-144.62,-0.013611,-0.1485,-0.9408,-0.30444,18.25,-29,50,-0.98,5.44,-9.17,0.15444,4.6356,5.8389,0,0,0,0
86.414,1006.3,7.43,999.22,8.46,1003.1,8.91,20.75,6,-144.75,0.00024414,-0.17157,-0.9364,-0.30609,18.25,-29,50,0.92,4.76,-8.31,-0.10778,5.2178,5.6033,0,0,0,0
86.424,1006.7,7.43,998.82,8.46,1002.9,8.91,23.375,8.3125,-144.81,0.013733,-0.19312,-0.93127,-0.30865,7.375,-28.688,53.75,0.93,4.47,-7.55,-0.34889,5.5022,5.2989,0,0,0,0
86.434,1005.8,7.43,996.92,8.46,1002.9,8.91,25.875,10.438,-144.88,0.026672,-0.21301,-0.92566,-0.31158,7.375,-28.688,53.75,0.68,4.65,-6.65,-0.47333,5.4844,4.96,0,0,0,0
86.444,1008.7,7.43,998.02,8.46,1002.9,8.91,28.188,12.5,-144.94,0.039062,-0.23145,-0.9198,-0.31433,7.375,-28.688,53.75,0.7,4.72,-5.75,-0.46556,5.4267,4.6567,0,0,0,0
86.454,1006.5,7.43,996.02,8.46,1005.1,8.91,30.375,14.5,-145.12,0.051086,-0.24847,-0.91406,-0.31647,7.375,-28.688,53.75,0.1,4.71,-4.44,-0.33667,5.4222,4.3567,0,0,0,0
86.465,1006.4,7.43,992.92,8.46,1000.9,8.91,32.375,16.375,-145.44,0.063049,-0.26416,-0.90851,-0.31757,7.375,-28.688,53.75,0.61,4.36,-4.14,-0.12778,5.5111,4.0889,0,0,0,0
86.475,1006.4,7.43,992.12,8.46,1002.5,8.91,34.25,18.188,-145.94,0.075195,-0.27881,-0.9032,-0.31763,-3.25,-30.188,54.75,0.54,4.56,-4.3,0.10556,5.6844,3.9089,0,0,0,0
86.485,1007.2,7.43,993.82,8.46,1001.4,8.91,36.062,20,-146.56,0.087463,-0.29279,-0.89795,-0.31671,-3.25,-30.188,54.75,0.74,5.33,-4.29,0.32,5.6756,3.8022,0,0,0,0
86.495,1005.1,7.43,994.22,8.46,1000.4,8.91,37.875,21.75,-147.31,0.099792,-0.3067,-0.8927,-0.3147,-3.25,-30.188,54.75,1.7,5.69,-3.81,0.54444,5.5156,3.8067,0,0,0,0
86.505,1004.4,7.43,993.32,8.46,1002.6,8.91,39.688,23.5,-148.38,0.11224,-0.32056,-0.88757,-0.31116,-3.25,-30.188,54.75,2.37,5.49,-4.04,0.83,5.1956,3.8389,0,0,0,0
86.516,1004.8,7.43,994.12,8.46,1001.6,8.91,41.438,25.062,-149.62,0.12457,-0.33423,-0.88263,-0.30621,-3.25,-30.188,54.75,2.77,5.28,-4.26,1.1056,4.7467,3.81,0,0,0,0
86.526,1004.5,7.43,995.42,8.46,1001.8,8.91,43.188,26.562,-151.06,0.13641,-0.34753,-0.87781,-0.30005,-12.5,-25.75,55.062,3.06,5.05,-4.44,1.3256,4.1644,3.7311,0,0,0,0
86.536,1003.7,7.43,995.52,8.46,1001.8,8.91,44.812,27.938,-152.69,0.14771,-0.36053,-0.87323,-0.29272,-12.5,-25.75,55.062,3.62,4.43,-4.81,1.5211,3.4222,3.6733,0,0,0,0
86.546,1004.2,7.43,996.32,8.46,1003.9,8.91,46.5,29.125,-154.5,0.15839,-0.37341,-0.86877,-0.28406,-12.5,-25.75,55.062,3.78,4.18,-5.12,1.7233,2.5911,3.6278,0,0,0,0
86.557,1005.2,7.43,997.42,8.46,1003.9,8.91,48.062,30.125,-156.5,0.16821,-0.38605,-0.86456,-0.27429,-12.5,-25.75,55.062,3.9,3.62,-5.38,1.8889,6.5956,3.5478,0,0,0,0
86.567,1005.6,7.43,997.52,8.46,1003.6,8.91,49.625,30.938,-158.56,0.177,-0.39832,-0.86053,-0.26349,-12.5,-25.75,55.062,4.05,3.11,-5.68,2.0067,2.6133,3.4567,0,0,0,0
86.577,1005.2,7.43,999.32,8.46,1003.4,8.91,51.125,31.5,-160.75,0.18469,-0.41034,-0.85675,-0.25201,-19.375,-19.688,55.062,3.71,2.46,-6.06,2.0633,6.2578,3.3456,0,0,0,0
86.587,1005.1,7.43,1000.2,8.46,1005.1,8.91,52.625,31.875,-163,0.1911,-0.42218,-0.85303,-0.23993,-19.375,-19.688,55.062,3.63,2.21,-6.26,2.0767,5.8489,3.2644,0,0,0,0
86.597,1004.3,7.43,999.42,8.46,1005,8.91,54.125,32,-165.19,0.19629,-0.43402,-0.84937,-0.22736,-19.375,-19.688,55.062,3.65,2.09,-6.34,2.0556,2.5378,3.2222,0,0,0,0
86.608,1005.1,7.43,999.62,8.46,1005.5,8.91,55.562,31.938,-167.44,0.20026,-0.44592,-0.84564,-0.21436,-19.375,-19.688,55.062,3.75,1.92,-6.52,2.0244,3.5956,3.1967,0,0,0,0
86.618,1006.4,7.43,999.62,8.46,1004.8,8.91,57.062,31.688,-169.69,0.203,-0.45776,-0.84198,-0.20081,-19.375,-19.688,55.062,3.9,1.59,-6.59,2.0033,4.6533,3.15,0,0,0,0
86.628,1006,7.43,1000.9,8.46,1005.5,8.91,58.438,31.188,-171.81,0.20453,-0.46942,-0.83844,-0.18665,-22.75,-12.875,55.75,4.05,1.33,-6.61,2.0033,5.7467,3.0778,0,0,0,0
86.639,1006,7.43,1000.4,8.46,1005.4,8.91,59.812,30.438,-174,0.2049,-0.48077,-0.83508,-0.17163,-22.75,-12.875,55.75,4.18,1.21,-6.47,2.0656,6.8622,2.9878,0,0,0,0
86.649,1006,7.43,1001,8.46,1005.5,8.91,61.125,29.5,-176.12,0.2027,-0.5011,-0.8299,-0.13831,-22.75,-12.875,55.75,4.31,1,-6.56,2.1933,2,2.8411,0,0,0,0
86.659,1006.1,7.43,1001.2,8.46,1005.9,8.91,62.188,28.312,-178.25,0.20013,-0.50946,-0.82825,-0.11993,-22.75,-12.875,55.75,4.12,0.39,-7.45,2.37,2.2778,2.62,0,0,0,0
86.67,1006,7.43,1000.7,8.46,1006.4,8.91,63.188,26.938,179.62,0.20013,-0.50946,-0.82825,-0.11993,-22.75,-12.875,55.75,3.98,0.1,-7.81,2.5411,2.5522,2.3356,0,0,0,0
86.68,1006,7.47,1001.7,8.46,1006.9,8.91,63.875,25.375,177.69,0.19659,-0.5163,-0.82745,-0.10095,-22.75,-4.1875,57.375,3.48,-0.16,-8.55,2.62,0.70083,1.9933,0,0,0,0
86.69,1009.3,7.47,1001.7,8.47,1007.3,8.91,64.438,23.688,175.94,0.18555,-0.52582,-0.8277,-0.063049,-22.75,-4.1875,57.375,2.9,-0.5,-8.94,2.5778,0.7575,1.6422,0,0,0,0
86.701,1010.7,7.47,1003.2,8.47,1007.4,8.93,65.062,20,173,0.17804,-0.52899,-0.82849,-0.044983,-22.75,-4.1875,57.375,1.62,-1.21,-9.49,2.4256,0.80639,1.3256,0,0,0,0
86.711,1011.2,7.47,1003.7,8.47,1007.8,8.93,65.25,18.062,171.88,0.16931,-0.53149,-0.82947,-0.027893,-22.75,-4.1875,57.375,1.12,-1.57,-9.4,2.2022,0.84528,1.0744,0,0,0,0
86.721,1010,7.47,1003.3,8.47,1007.6,8.93,65.25,18.062,171.88,0.16931,-0.53149,-0.82947,-0.027893,-22.75,-4.1875,57.375,0.74,-1.87,-9.26,1.9289,0.8725,0.88667,0,0,0,0
86.732,1009.5,7.47,1003.5,8.47,1006.3,8.93,65.375,16.062,170.94,0.15955,-0.53351,-0.83051,-0.011658,-17,3,56.375,0.47,-2.02,-8.92,1.6811,0.89083,0.75111,0,0,0,0
86.749,1009.3,7.47,1002.7,8.47,1006.4,8.93,65.5,12.062,169.31,0.13837,-0.53595,-0.83258,0.019409,-17,3,56.375,0.19,-2.03,-8.55,1.4578,0.91417,0.55111,0,0,0,0
86.76,1008.2,7.47,1002.1,8.47,1006.1,8.93,65.5,10.062,168.5,0.11707,-0.53601,-0.83447,0.051758,-17,3,56.375,0.32,-1.98,-8.81,1.5322,0.23111,0.46111,0,0,0,0
86.77,1007.5,7.47,1003.6,8.47,1005.7,8.93,65.375,8,167.62,0.11707,-0.53601,-0.83447,0.051758,-17,3,56.375,0.32,-1.95,-9,1.7189,0.2341,0.35444,0,0,0,0
86.78,1006.8,7.47,1002.9,8.47,1006.2,8.93,65.25,5.9375,166.56,0.10693,-0.53479,-0.83527,0.06958,-7.875,7.25,57.5,0.33,-1.88,-8.83,2.01,0.23847,0.24889,0,0,0,0
86.791,1006.8,7.47,1001.5,8.47,1005.7,8.93,65,3.875,165.31,0.089111,-0.52942,-0.83643,0.11023,-7.875,7.25,57.5,0.33,-2.08,-8.85,2.4044,0.24278,0.13333,0,0,0,0
86.801,1007.2,7.47,1001,8.47,1004.1,8.93,64.625,1.8125,163.75,0.081482,-0.52466,-0.83691,0.13287,-7.875,7.25,57.5,0.1,-2.3,-9.09,2.84,-0.061597,-0.044444,0,0,0,0
86.811,1007.4,7.47,1002.3,8.47,1005.3,8.93,63.5,-2.125,160.12,0.074646,-0.51855,-0.83728,0.15643,-7.875,7.25,57.5,-0.21,-2.35,-9.17,3.2133,-0.24854,-0.28222,0,0,0,0
86.821,1006.6,7.47,1003.7,8.47,1007,8.93,63.5,-2.125,160.12,0.074646,-0.51855,-0.83728,0.15643,-7.875,7.25,57.5,-1.15,-2.82,-9.26,3.4911,-0.99639,-0.53111,0,0,0,0
86.832,1006.1,7.47,1002.9,8.47,1006.2,8.93,62.75,-3.9375,158.06,0.068481,-0.51099,-0.83765,0.18036,3.25,12,53.75,-1.57,-3.22,-8.67,3.6433,-0.98944,-0.79111,0,0,0,0
86.842,1006.3,7.47,1001.5,8.47,1006.4,8.93,60.812,-7.25,153.75,0.057922,-0.49219,-0.8382,0.2276,3.25,12,53.75,-1.37,-3.66,-8.15,3.7033,-0.97056,-1.0367,0,0,0,0
86.853,1007.5,7.47,1001.3,8.47,1003,8.93,59.688,-8.6875,151.5,0.053467,-0.48114,-0.83832,0.25061,3.25,12,53.75,-1.29,-3.99,-8.35,3.7267,-0.92611,-1.4667,0,0,0,0
86.863,1009,7.47,1003.4,8.47,1007.4,8.93,58.438,-9.9375,149.19,0.049194,-0.46912,-0.8385,0.27277,3.25,12,53.75,-1.49,-4.67,-9.42,3.6133,-0.90806,-1.6656,0,0,0,0
86.873,1009.2,7.47,1005,8.47,1000.3,8.93,58.438,-9.9375,149.19,0.044861,-0.45624,-0.83887,0.2934,3.25,12,53.75,-2.22,-5.24,-9.93,3.6133,-0.90806,-1.6656,0,0,0,0
86.884,1012.2,7.47,1009.1,8.47,1017.6,8.93,55.625,-12,145.12,0.040039,-0.44299,-0.8396,0.31171,11.375,21.875,45.25,-2.48,-5.74,-9.57,3.3178,-0.88667,-1.8478,0,0,0,0
86.894,1010.2,7.47,1012.7,8.47,1004.4,8.93,54.375,-12.75,144.75,0.031921,-0.43311,-0.84308,0.3172,11.375,21.875,45.25,-2.16,-6.62,-8.94,0.063333,-0.65556,-1.4956,0,0,0,0
86.904,1006.8,7.47,1003.9,8.47,1008.1,8.93,53.562,-13.312,145.56,0.021851,-0.42804,-0.84741,0.31335,11.375,21.875,45.25,-6.57,-10.36,-8.92,-1.8567,-1.81,-0.65222,0,0,0,0
86.915,1005.7,7.47,1009.5,8.47,1011.4,8.93,53,-14,146.19,0.012939,-0.42438,-0.85034,0.31097,11.375,21.875,45.25,-3,-5.68,-6.01,-1.3989,-0.40667,-0.33667,0,0,0,0
86.925,1006.3,7.47,1003.2,8.47,1008.7,8.93,52.688,-14.625,146.5,0.0053711,-0.42218,-0.85156,0.31079,11.375,21.875,45.25,-3.36,-5.45,-5.39,-0.78,-0.0057943,-0.0022222,0,0,0,0
86.935,1006.4,7.47,1001.3,8.47,1006,8.93,52.688,-15.375,146.5,-0.00085449,-0.42188,-0.85095,0.31287,18,29.25,36.75,-3.83,-5.16,-5.45,-0.14222,0.32972,0.39778,0,0,0,0
86.946,1007,7.47,1000.8,8.47,1005.3,8.93,53,-16.125,146.19,-0.0054932,-0.42328,-0.84851,0.31744,18,29.25,36.75,-4.07,-4.63,-4.86,0.56444,1.1467,0.77778,0,0,0,0
86.956,1006.6,7.47,1002.7,8.47,1006,8.93,53.5,-16.875,145.5,-0.0085449,-0.42609,-0.84436,0.32471,18,29.25,36.75,-3.31,-4.53,-4.68,1.3067,1.0011,1.07,0,0,0,0
86.966,1006.4,7.47,1002.5,8.47,1005.3,8.93,54.25,-17.688,144.56,-0.0098877,-0.42981,-0.83868,0.33435,18,29.25,36.75,-2.97,-4.54,-4.94,1.99,0.86111,1.2467,0,0,0,0
86.976,1006,7.47,1001.6,8.47,1006.4,8.93,55.062,-18.375,143.25,-0.0095825,-0.43396,-0.83185,0.34589,21.75,28.25,36.375,-2.97,-4.54,-4.94,2.5522,0.71333,1.3011,0,0,0,0
86.987,1005.7,7.47,1003.7,8.47,1005.2,8.93,55.938,-19.062,141.75,-0.0076294,-0.43811,-0.82416,0.35876,21.75,28.25,36.375,-3.05,-5.14,-5.62,2.9967,0.55,1.2633,0,0,0,0
86.997,1006.1,7.47,1005.5,8.47,1006.7,8.93,56.875,-19.625,140.06,-0.0041504,-0.4422,-0.81586,0.37256,21.75,28.25,36.375,-3.42,-5.39,-5.61,3.3456,1.48,1.1811,0,0,0,0
87.007,1006.4,7.47,1005.3,8.47,1007.1,8.93,180.25,-20.062,138.25,0.00085449,-0.44611,-0.80707,0.38684,21.75,28.25,36.375,-3.6,-5.47,-5.59,3.62,0.68444,1.0867,0,0,0,0
87.017,1006.2,7.47,1003.6,8.47,1007.1,8.93,182.06,-20.438,136.31,0.0073242,-0.44977,-0.79791,0.40131,21.75,28.25,36.375,-3.77,-5.96,-5.75,3.8111,0.62222,0.95556,0,0,0,0
87.027,1006.2,7.47,1004.9,8.47,1006.4,8.93,184.12,-20.625,134.31,0.015076,-0.45319,-0.78851,0.41553,24.25,30.875,31.375,-4.14,-6.02,-5.79,3.9044,1.0356,0.83667,0,0,0,0
87.038,1006.6,7.47,1004.8,8.47,1008.1,8.93,186.31,-20.75,132.38,0.023743,-0.45667,-0.77899,0.42896,24.25,30.875,31.375,-4.5,-6,-5.75,3.8789,1.9778,0.76667,0,0,0,0
87.048,1006.8,7.47,1003.2,8.47,1008.6,8.93,188.56,-20.75,130.62,0.03302,-0.46045,-0.76965,0.44104,24.25,30.875,31.375,-4.84,-6.04,-5.8,3.7022,0.74778,0.73889,0,0,0,0
87.058,1007,7.47,1002.5,8.47,1007.7,8.93,190.75,-20.75,129,0.042603,-0.46484,-0.76044,0.45142,24.25,30.875,31.375,-5.49,-6.04,-5.56,3.4289,1.0111,0.78889,0,0,0,0
87.068,1007.3,7.47,1003.9,8.47,1008.2,8.93,192.88,-20.75,127.62,0.052185,-0.47028,-0.75128,0.46008,24.25,30.875,31.375,-5.59,-5.86,-5.4,3.1389,1.2867,0.93111,0,0,0,0
87.078,1007.4,7.47,1004.5,8.47,1008,8.93,195.06,-20.688,126.44,0.061829,-0.47687,-0.74213,0.46698,26.5,36.062,24.875,-5.59,-5.71,-5.23,2.8644,1.5789,1.0922,0,0,0,0
87.089,1007.5,7.47,1004.9,8.47,1007.8,8.93,197.25,-20.625,125.5,0.071655,-0.4845,-0.73285,0.47223,26.5,36.062,24.875,-5.56,-5.73,-5.11,2.6222,1.8756,1.2211,0,0,0,0
87.099,1007.6,7.47,1004.8,8.47,1008.4,8.93,199.5,-20.5,124.69,0.081909,-0.49304,-0.72363,0.47601,26.5,36.062,24.875,-5.38,-5.88,-5.19,2.4222,0.54694,1.2978,0,0,0,0
87.109,1007.6,7.47,1004.6,8.47,1008.1,8.93,201.94,-20.312,124.06,0.092834,-0.50226,-0.71436,0.47833,26.5,36.062,24.875,-5.33,-6.05,-5.41,2.2444,0.62722,1.3089,0,0,0,0
87.119,1007.6,7.47,1004.2,8.47,1008.3,8.93,204.56,-20.062,123.5,0.10443,-0.51215,-0.7052,0.479,26.5,36.062,24.875,-5.39,-6.16,-5.56,2.0678,0.71194,1.2944,0,0,0,0
87.129,1007.7,7.47,1004.6,8.47,1008.5,8.93,207.44,-19.688,123.19,0.11682,-0.52264,-0.69611,0.47815,26.188,40.188,20,-5.42,-6.21,-5.74,1.8922,0.79889,1.2767,0,0,0,0
87.14,1008,7.47,1005.6,8.47,1008.9,8.93,210.5,-19.188,122.94,0.12994,-0.53375,-0.68695,0.47577,26.188,40.188,20,-5.24,-6.44,-6.01,1.7378,0.88167,1.2622,0,0,0,0
87.15,1008.2,7.47,1005.8,8.47,1009.6,8.93,213.81,-18.625,122.75,0.14374,-0.54547,-0.67755,0.47192,26.188,40.188,20,-5.05,-6.58,-6.28,1.6167,0.96139,1.2589,0,0,0,0
87.16,1008.2,7.47,1005.2,8.47,1009.9,8.93,217.44,-18,122.69,0.1582,-0.55762,-0.66791,0.4668,26.188,40.188,20,-4.73,-6.82,-6.43,1.5189,1.0381,1.2478,0,0,0,0
87.17,1008.1,7.47,1005.8,8.47,1010.1,8.93,221.19,-17.25,122.69,0.17328,-0.57019,-0.6579,0.46051,26.188,40.188,20,-4.53,-7.15,-6.68,1.4533,1.1069,1.2556,0,0,0,0
